Year,Month,Fieldwork,,Published,,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,,UKIP,Green,BNP,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,UKIP good,UKIP bad,UKIP net,Grn good,Grn bad,Grn net,Question,Con Best PM,Lab Best PM,LD Best PM,UKIP Best PM,,Govt good,Govt bad,Govt net,Question,Con,Lab,LD,UKIP,,,,
,Sep,10-12,10/9/10,16,,MORI,Reuters,37.0,-3.0,37.0,-1.0,15.0,1.0,0.0,-2.0,Phone,Certain to vote,,,,,,57.0,33.0,24.0,,,,52.0,35.0,17.0,,,,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,43.0,47.0,-4.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Sep,12-13,12/9/10,,,YouGov,Sun,41.0,-1.0,38.0,0.0,12.0,-2.0,3.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,45.0,-8.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,13-14,13/9/10,,,YouGov,Sun,40.0,-1.0,39.0,1.0,12.0,0.0,1.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,43.0,-4.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,14-15,14/9/10,,,YouGov,Sun,42.0,2.0,39.0,0.0,12.0,0.0,3.0,2.0,Internet,,,,,,,,,,,,,47.0,39.0,8.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,37.0,45.0,-8.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,14-16,14/9/10,19,,ComRes,SM/IoS,37.0,-1.0,35.0,1.0,15.0,-3.0,2.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,15-16,15/9/10,,,YouGov,Sun,41.0,-1.0,38.0,-1.0,12.0,0.0,3.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,41.0,-3.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,16-17,16/9/10,19,,YouGov,ST,41.0,0.0,39.0,1.0,13.0,1.0,2.0,-1.0,Internet,,,,,,,52.0,37.0,15.0,,,,44.0,43.0,1.0,,,,,,,,,,,,,38.0,43.0,-5.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,17-20,17/9/10,,,Opinium,,37.0,-2.0,35.0,5.0,13.0,-3.0,2.0,-7.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,17-20,17/9/10,28,,Angus RS,,,,,,,,,,,,,,,,,49.0,38.0,11.0,,,,42.0,42.0,0.0,,,,,,,Do you approve or disapprove of X's performance as Y...,,,,,,,,,,,,,,,,,
,Sep,19-20,19/9/10,,,YouGov,Sun,42.0,1.0,38.0,-1.0,11.0,-2.0,4.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,41.0,-2.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,20-21,20/9/10,,,YouGov,Sun,39.0,-3.0,39.0,1.0,13.0,2.0,0.0,-4.0,Internet,,,,,,,,,,(32),(29),(Will do…),,,,,,,,,,,,,,,,40.0,42.0,-2.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,21-22,21/9/10,,,YouGov,Sun,43.0,4.0,36.0,-3.0,14.0,1.0,7.0,7.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,40.0,1.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,22-23,22/9/10,,,YouGov,Sun,41.0,-2.0,37.0,1.0,13.0,-1.0,4.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,41.0,-1.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,23-24,23/9/10,26,,YouGov,ST,39.0,-2.0,38.0,1.0,15.0,2.0,1.0,-3.0,Internet,,,,,,,54.0,35.0,19.0,,,,48.0,41.0,7.0,,,,,,,Do you think X is doing well or badly as… (LD leader),39,21,9,,,39.0,41.0,-2.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,26-27,26/9/10,,,YouGov,Sun,39.0,0.0,40.0,2.0,12.0,-3.0,-1.0,-2.0,Internet,,,,,,,53.0,37.0,16.0,(43),(23),(Will do…),46.0,41.0,5.0,,,,,,,Do you think X is doing well or badly as… (LD leader),38,25,9,,,38.0,43.0,-5.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,27-28,27/9/10,,,YouGov,Sun,41.0,2.0,40.0,0.0,12.0,0.0,1.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,38,25,8,,,39.0,41.0,-2.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,28-29,28/9/10,,,YouGov,Sun,41.0,0.0,39.0,-1.0,12.0,0.0,2.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,40,24,8,,,41.0,40.0,1.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,28-29,28/9/10,1,,ICM,Gu,35.0,-2.0,37.0,0.0,18.0,0.0,-2.0,-2.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep ,29-30,29/9/10,,,YouGov,Sun,41.0,0.0,39.0,0.0,12.0,0.0,2.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,41.0,-1.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,29-1,29/9/10,2,,ComRes,Ind,39.0,2.0,36.0,1.0,15.0,0.0,3.0,1.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,30-1,30/9/10,3,,YouGov,ST,39.0,-2.0,41.0,2.0,11.0,-1.0,-2.0,-4.0,Internet,,,,,,,53.0,37.0,16.0,32.0,20.0,12.0,44.0,41.0,3.0,,,,,,,Do you think X is doing well or badly as… (LD leader),40,22,9,,,41.0,41.0,0.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,30-1,30/9/10,3,,Angus RS,SE,35.0,,38.0,,16.0,,-3.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,30-1,30/9/10,3,,BPIX,MoS,41.0,,37.0,,13.0,,4.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,3-4,3/10/10,,,YouGov,Sun,41.0,2.0,39.0,-2.0,12.0,1.0,2.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,39.0,2.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,4-5,4/10/10,,,YouGov,Sun,43.0,2.0,39.0,0.0,11.0,-1.0,4.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,40.0,3.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,5-6,5/10/10,,,YouGov,Sun,42.0,-1.0,40.0,1.0,11.0,0.0,2.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,40.0,2.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,6-7,6/10/10,,,YouGov,Sun,42.0,0.0,38.0,-2.0,12.0,1.0,4.0,2.0,Internet,,,,,,,57.0,36.0,21.0,,,,,,,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,43.0,40.0,3.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,6-7,6/10/10,10,,ICM,STel,38.0,3.0,34.0,-3.0,18.0,0.0,4.0,6.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,7-8,7/10/10,10,,YouGov,ST,42.0,0.0,38.0,0.0,12.0,0.0,4.0,0.0,Internet,,,,,,,54.0,37.0,17.0,30.0,22.0,8.0,46.0,40.0,6.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,42.0,42.0,0.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,10-11,10/10/10,,,YouGov,Sun,42.0,0.0,38.0,0.0,12.0,0.0,4.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,39.0,3.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,11-12,11/10/10,,,YouGov,Sun,43.0,1.0,36.0,-2.0,12.0,0.0,7.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,39.0,4.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,12-13,12/10/10,,,YouGov,Sun,41.0,-2.0,40.0,4.0,11.0,-1.0,1.0,-6.0,Internet,,,,,,,,,,,,,,,,,,,,,,,39,24,7,,,38.0,45.0,-7.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,13-14,13/10/10,,,YouGov,Sun,42.0,1.0,38.0,-2.0,12.0,1.0,4.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,41.0,0.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,13-15,13/10/10,17,,ComRes,IoS/SM,40.0,1.0,34.0,-2.0,14.0,-1.0,6.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,14-15,14/10/10,17,,YouGov,ST,41.0,-1.0,39.0,1.0,11.0,-1.0,2.0,-2.0,Internet  ,,,,,,,52.0,41.0,11.0,38.0,20.0,18.0,41.0,47.0,-6.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,38.0,44.0,-6.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,15-17,15/10/10,19,,MORI,Reuters,39.0,2.0,36.0,-1.0,14.0,-1.0,3.0,3.0,Phone,Certain to vote,,,,,,52.0,37.0,15.0,41.0,22.0,19.0,45.0,40.0,5.0,,,,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,45.0,42.0,3.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Oct,17-18,17/10/10,,,YouGov,Sun,41.0,0.0,39.0,0.0,12.0,1.0,2.0,0.0,Internet  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,42.0,-2.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,18-19,18/10/10,,,YouGov,Sun,42.0,1.0,39.0,0.0,11.0,-1.0,3.0,1.0,Internet  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,42.0,-1.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,19-20,19/10/10,,,YouGov,Sun,41.0,-1.0,39.0,0.0,11.0,0.0,2.0,-1.0,Internet  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,44.0,-5.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,20-21,20/10/10,,,YouGov,Sun,41.0,0.0,40.0,1.0,10.0,-1.0,1.0,-1.0,Internet  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,45.0,-5.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,21-22,21/10/10,24,,ICM,NotW,40.0,2.0,36.0,2.0,16.0,-2.0,4.0,0.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,21-22,21/10/10,24,,YouGov,ST,41.0,0.0,40.0,0.0,10.0,0.0,1.0,0.0,Internet  ,,,,,,,52.0,41.0,11.0,35.0,26.0,9.0,41.0,45.0,-4.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,39.0,46.0,-7.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,21-22,21/10/10,24,,BPIX,MoS,35.0,,37.0,,10.0,,-2.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,22-24,22/10/10,26,,ICM,Gu,39.0,-1.0,36.0,0.0,16.0,0.0,3.0,-1.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,22-24,22/10/10,26,,Populus,TT,37.0,,38.0,,15.0,,-1.0,,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,24-25,24/10/10,,,YouGov,Sun,40.0,-1.0,40.0,0.0,11.0,1.0,0.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,45.0,-6.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,25-26,25/10/10,,,YouGov,Sun,40.0,0.0,38.0,-2.0,12.0,1.0,2.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,44.0,-3.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,26-27,26/10/10,,,YouGov,Sun,41.0,1.0,39.0,1.0,12.0,0.0,2.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,39,22,8,,,40.0,44.0,-4.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,27-28,27/10/10,,,YouGov,Sun,41.0,0.0,39.0,0.0,11.0,-1.0,2.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,43.0,-1.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,27-28,27/10/10,1,,Angus RS,,35.0,0.0,37.0,-1.0,15.0,-1.0,-2.0,1.0,Internet,,,,,,,49.0,42.0,7.0,,,,44.0,45.0,-1.0,,,,,,,Do you approve or disapprove of X's performance as Y...,,,,,,,,,,,,,,,,,
,Oct,28-29,28/10/10,31,,YouGov,ST,42.0,1.0,37.0,-2.0,13.0,2.0,5.0,3.0,Internet,,,,,,,54.0,39.0,15.0,34.0,32.0,2.0,43.0,46.0,-3.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,40.0,44.0,-4.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,29-1,29/10/10,,,Opinium,,38.0,1.0,35.0,0.0,13.0,0.0,3.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,29-30,29/10/10,2,,ComRes,Ind,35.0,-4.0,37.0,1.0,16.0,1.0,-2.0,-5.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,31-1,31/10/10,,,YouGov,Sun,41.0,-1.0,39.0,2.0,11.0,-2.0,2.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,43.0,-2.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,1-2,1/11/10,,,YouGov,Sun,41.0,0.0,40.0,1.0,11.0,0.0,1.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,44.0,-5.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,2-3,2/11/10,,,YouGov,Sun,40.0,-1.0,40.0,0.0,9.0,-2.0,0.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,47.0,-10.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,3-4,3/11/10,,,YouGov,Sun,40.0,0.0,39.0,-1.0,11.0,2.0,1.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,46.0,-9.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,4-5,4/11/10,7,,YouGov,ST,40.0,0.0,39.0,0.0,12.0,1.0,1.0,0.0,Internet,,,,,,,49.0,43.0,6.0,35.0,31.0,4.0,40.0,50.0,-10.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,38.0,48.0,-10.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,7-8,7/11/10,,,YouGov,Sun,42.0,2.0,39.0,0.0,11.0,-2.0,3.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,45.0,-7.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,8-9,8/11/10,,,YouGov,Sun,40.0,-2.0,39.0,0.0,13.0,2.0,1.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,46.0,-7.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,9-11,9/11/10,,,Opinium,,39.0,1.0,33.0,-2.0,14.0,1.0,6.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,9-10,9/11/10,,,YouGov,Sun,42.0,2.0,37.0,-2.0,11.0,-2.0,5.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,39,21,8,,,40.0,45.0,-5.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,10-11,10/11/10,,,YouGov,Sun,40.0,-2.0,40.0,3.0,10.0,-1.0,0.0,-5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,46.0,-8.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,11-12,11/11/10,14,,YouGov,ST,39.0,-1.0,41.0,1.0,10.0,0.0,-2.0,-2.0,Internet,,,,,,,50.0,42.0,8.0,33.0,31.0,2.0,37.0,51.0,-14.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,37.0,47.0,-10.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,12-14,12/11/10,17,,MORI,Reuters,36.0,-3.0,39.0,3.0,14.0,0.0,-3.0,-6.0,Phone,Certain to vote,,,,,,46.0,45.0,1.0,38.0,29.0,9.0,38.0,49.0,-11.0,,,,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,35.0,55.0,-20.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Nov,14-15,14/11/10,,,YouGov,Sun,40.0,1.0,42.0,1.0,10.0,0.0,-2.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,47.0,-10.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,15-16,15/11/10,,,YouGov,Sun,37.0,-3.0,42.0,0.0,10.0,0.0,-5.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,48.0,-10.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,16-17,16/11/10,,,YouGov,Sun,40.0,3.0,40.0,-2.0,11.0,1.0,0.0,5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,47.0,-9.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,17-19,17/11/10,,,Opinium,,38.0,-1.0,34.0,1.0,13.0,-1.0,4.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,17-18,17/11/10,,,YouGov,Sun,40.0,0.0,40.0,0.0,11.0,0.0,0.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,46.0,-7.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,17-19,17/11/10,21,,ComRes,IoS/SM,37.0,-3.0,38.0,4.0,13.0,-1.0,-1.0,-7.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,18-19,18/11/10,21,,YouGov,ST,40.0,0.0,38.0,-2.0,11.0,0.0,2.0,2.0,Internet,,,,,,,51.0,39.0,12.0,32.0,31.0,1.0,38.0,51.0,-13.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,39.0,47.0,-8.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,19-21,19/11/10,23,,ICM,Gu,36.0,-3.0,38.0,2.0,14.0,-2.0,-2.0,-5.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,21-22,21/11/10,,,YouGov,Sun,41.0,1.0,38.0,0.0,11.0,0.0,3.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,45.0,-7.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,22-23,22/11/10,,,YouGov,Sun,42.0,1.0,40.0,2.0,10.0,0.0,2.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,46.0,-7.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,23-24,23/11/10,,,YouGov,Sun,40.0,-2.0,40.0,0.0,9.0,-1.0,0.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,39,24,5,,,37.0,47.0,-10.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,24-25,24/11/10,,,YouGov,Sun,42.0,2.0,39.0,-1.0,10.0,1.0,3.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,46.0,-8.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,25-26,25/11/10,28,,YouGov,ST,40.0,-2.0,40.0,1.0,9.0,-1.0,0.0,-3.0,Internet,,,,,,,47.0,45.0,2.0,28.0,37.0,-9.0,32.0,56.0,-24.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,36.0,50.0,-14.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,26-29,26/11/10,,,Opinium,,37.0,-1.0,35.0,1.0,14.0,1.0,2.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,26-29,26/11/10,30,,ComRes,Ind,36.0,1.0,40.0,3.0,12.0,-4.0,-4.0,-2.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,28-29,28/11/10,,,YouGov,Sun,40.0,0.0,40.0,0.0,10.0,1.0,0.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,45.0,-6.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,29-30,19/11/10,,,YouGov,Sun,40.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,46.0,-8.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,29-30,29/11/10,1,,Angus RS,,35.0,0.0,40.0,3.0,13.0,-2.0,-5.0,-3.0,Internet,,,,,,,44.0,47.0,-3.0,33.0,37.0,-4.0,36.0,53.0,-17.0,,,,,,,Do you approve or disapprove of X's performance as Y...,,,,,,,,,,,,,,,,,
,Nov,30-1,30/11/10,,,YouGov,Sun,41.0,1.0,38.0,-2.0,11.0,1.0,3.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,46.0,-8.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Dec,1-2,1/12/10,,,YouGov,Sun,40.0,-1.0,40.0,2.0,11.0,0.0,0.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,46.0,-9.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Dec,2-6,2/12/10,,,Opinium,,38.0,1.0,34.0,-1.0,13.0,-1.0,4.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,2-3,2/12/10,5,,YouGov,ST,41.0,1.0,39.0,-1.0,10.0,-1.0,2.0,2.0,Internet,,,,,,,49.0,44.0,5.0,30.0,44.0,-14.0,33.0,56.0,-23.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,37.0,47.0,-10.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Dec,5-6,5/12/10,,,YouGov,Sun,42.0,1.0,39.0,0.0,10.0,0.0,3.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,47.0,-8.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Dec,6-7,6/12/10,,,YouGov,Sun,42.0,0.0,39.0,0.0,9.0,-1.0,3.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,46.0,-8.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Dec,7-8,7/12/10,,,YouGov,Sun,41.0,-1.0,41.0,2.0,8.0,-1.0,0.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,48.0,-11.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Dec,7-9,7/12/10,21,,Angus RS,,35.0,0.0,41.0,1.0,9.0,-4.0,-6.0,-1.0,Internet,,,,,,,42.0,49.0,-7.0,31.0,39.0,-8.0,31.0,59.0,-28.0,,,,,,,Do you approve or disapprove of X's performance as Y...,,,,,,,,,,,,,,,,,
,Dec,8-10,8/12/10,,,Opinium,,38.0,0.0,37.0,3.0,11.0,-2.0,1.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,8-9,8/12/10,,,YouGov,Sun,41.0,0.0,39.0,-2.0,11.0,3.0,2.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,46.0,-7.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Dec,9-10,9/12/10,12,,YouGov,ST,40.0,-1.0,42.0,3.0,9.0,-2.0,-2.0,-4.0,Internet,,,,,,,47.0,46.0,1.0,29.0,44.0,-15.0,31.0,60.0,-29.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,36.0,50.0,-14.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Dec,10-13,10/12/10,,,Opinium,,37.0,-1.0,36.0,-1.0,12.0,1.0,1.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,10-12,10/12/10,15,,MORI,Reuters,38.0,2.0,39.0,0.0,11.0,-3.0,-1.0,2.0,Phone,Certain to vote,,,,,,48.0,44.0,4.0,35.0,34.0,1.0,38.0,50.0,-12.0,,,,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,38.0,54.0,-16.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Dec,12-13,12/7/10,,,YouGov,Sun,41.0,1.0,42.0,0.0,9.0,0.0,-1.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,50.0,-14.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Dec,13-14,13/12/10,,,YouGov,Sun,39.0,-2.0,42.0,0.0,9.0,0.0,-3.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,50.0,-15.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Dec,14-15,14/12/10,,,YouGov,Sun,42.0,3.0,40.0,-2.0,8.0,-1.0,2.0,5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,50.0,-15.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Dec,15-16,15/12/10,,,YouGov,Sun,41.0,-1.0,41.0,1.0,9.0,1.0,0.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,50.0,-14.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Dec,15-16,15/12/10,19,,ComRes,IoS/SM,37.0,0.0,39.0,1.0,11.0,-2.0,-2.0,-1.0,Internet,,,,,,,38.0,40.0,-2.0,17.0,33.0,-16.0,26.0,49.0,-23.0,,,,,,,... is turning out to be a good ...,,,,,,,,,,,,,,,,,
,Dec,16-17,16/12/10,19,,YouGov,ST,39.0,-2.0,42.0,1.0,9.0,0.0,-3.0,-1.0,Internet,,,,,,,45.0,47.0,-2.0,30.0,44.0,-14.0,30.0,60.0,-30.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,35.0,50.0,-15.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
