Year,Month,Fieldwork,,Published,Polling,Publisher,Con,,M,F,Net,Lab,,M,F,Net,LD,,M,F,Net,Con lead,,,,,Media:,BPC mbr 5,2.1  5,2.2  5,Change  5/10,Stat sig  5,Penalty -5 each,Score,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,Question,,MORI LD,YouGov LD,ICM LD,Populus LD,ComRes LD
,Mar,9-10,9/3/10,11,Angus RS,PB,39.0,1.0,37,41,-4,26.0,0.0,27,24,3,18.0,-1.0,18,19,-1,13.0,1.0,Internet,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Mar,10-11,10/3/10,12,YouGov,Sun,37.0,0.0,35,39,-4,34.0,2.0,36,32,4,17.0,0.0,16,19,-3,3.0,-2.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Mar,10-11,10/3/10,14,ICM,STel,38.0,-2.0,,,,31.0,0.0,,,,21.0,3.0,,,,7.0,-2.0,Phone,,,,5,5,0,0,0,0,10,,,,,,,,,,,,,,,,,
,Mar,10-11,10/3/10,22,Populus,Resolution Foundation,38.0,-2.0,,,,31.0,1.0,,,,21.0,1.0,,,,7.0,-3.0,Phone,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Mar,10-16,10/3/10,19,Harris,Metro,36.0,-1.0,36,37,-1,28.0,-1.0,28,28,0,18.0,0.0,16,19,-3,8.0,0.0,Internet,,,,5,5,0,10,0,-5,15,Penalty as story made reference to events affecting party support that took place after most of polling done,,,,,,,,,,,,,,,,
,Mar,11-12,11/3/10,14,YouGov,ST,37.0,0.0,35,40,-5,33.0,-1.0,33,33,0,17.0,0.0,17,17,0,4.0,1.0,Internet,,,,5,0,0,0,0,0,5,,,,,,,,,,,,,,,,,
,Mar,12-14,12/3/10,16,ICM,GU,40.0,2.0,,,,31.0,0.0,,,,20.0,-1.0,,,,9.0,2.0,Phone,,,,5,5,0,0,0,0,10,,,,,,,,,,,,,,,,,
,Mar,12-15,12/3/11,16,Opinium,Express,39.0,2.0,,,,28.0,-2.0,,,,16.0,0.0,,,,11.0,4.0,,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Mar,14-15,14/3/10,16,YouGov,Sun,37.0,0.0,37,38,-1,32.0,-1.0,32,31,1,21.0,4.0,20,21,-1,5.0,1.0,Internet,,,,5,0,0,0,5,0,10,,,,,,,,,,,,,,,,,
,Mar,15-16,15/3/10,17,YouGov,Sun,37.0,0.0,36,39,-3,32.0,0.0,34,31,3,19.0,-2.0,18,20,-2,5.0,0.0,Internet,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
,Mar,15-16,15/3/10,17,Angus RS,PB,39.0,0.0,38,40,-2,26.0,0.0,28,23,5,21.0,3.0,19,23,-4,13.0,0.0,Internet,,,,n/a,,,,,,,,46.0,40.0,6.0,30.0,60.0,-30.0,45.0,25.0,20.0,Do you approve or disapprove of X's performance as Y?,,,,,,
,Mar,16-17,16/3/10,18,YouGov,Sun,36.0,-1.0,39,34,5,32.0,0.0,32,33,-1,20.0,1.0,19,21,-2,4.0,-1.0,Internet,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
,Mar,17-18,17/3/10,19,YouGov,Sun,36.0,0.0,34,38,-4,32.0,0.0,34,30,4,20.0,0.0,19,21,-2,4.0,0.0,Internet,,,,5,5,0,10,5,0,25,Got five points for stat significance as all ratings were no change,,,,,,,,,,,,,,,,
,Mar,17-18,17/3/10,21,ICM,NOTW,38.0,-2.0,,,,32.0,1.0,,,,19.0,-1.0,,,,6.0,-3.0,Phone,,,,5,5,0,0,0,-5,5,Penalty as story based on statistically insignificant changes,,,,,,,,,,,,,,,,
,Mar,17-22,17/3/10,24,Harris,Metro,35.0,-1.0,35,35,0,28.0,0.0,30,26,4,17.0,-1.0,16,19,-3,7.0,-1.0,Internet,,,,5,5,0,0,0,0,10,Compared poll results with last but one,,,,,,,,,,,,,,,,
,Mar,18-19,18/3/10,21,YouGov,ST,38.0,2.0,37,39,-2,31.0,-1.0,31,30,1,19.0,-1.0,18,19,-1,7.0,3.0,Internet,,,,5,5,0,0,0,-5,5,Penalty for misleading claim re poll in comment piece,49.0,39.0,10.0,33.0,61.0,-28.0,47.0,27.0,20.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Mar,19-22,19/3/10,23,Opinium,Express,37.0,-2.0,35,39,-4,30.0,2.0,31,30,1,15.0,-1.0,14,17,-3,7.0,-4.0,,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Mar,19-22,19/3/10,24,MORI,Mirror,35.0,-2.0,36,34,2,30.0,-2.0,29,31,-2,21.0,1.0,20,22,-2,5.0,0.0,Phone,Certain to vote,,,5,0,0,0,0,-15,-10,Triple penalty points for headline and front page story plus graph wrong,42.0,42.0,0.0,34.0,60.0,-26.0,45.0,25.0,20.0,Are you satisfied or dissatisfied with the way X is doing his job as Y?,,,,,,
,Mar,21-22,21/3/10,23,YouGov,Sun,36.0,-2.0,32,40,-8,32.0,1.0,33,30,3,20.0,1.0,22,18,4,4.0,-3.0,Internet,,,,5,0,0,0,5,0,10,Got five points for stat significance as all ratings (as wrongly reported) were no change,,,,,,,,,,,,,,,,
,Mar,22-23,22/3/10,24,YouGov,Sun,37.0,1.0,35,38,-3,33.0,1.0,36,30,6,18.0,-2.0,17,20,-3,4.0,0.0,Internet,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
,Mar,23-24,23/3/10,25,YouGov,Sun,36.0,-1.0,37,34,3,34.0,1.0,34,35,-1,17.0,-1.0,16,18,-2,2.0,-2.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Mar,23-29,23/3/10,1,Harris,Metro,37.0,2.0,36,38,-2,27.0,-1.0,29,26,3,19.0,2.0,20,19,1,10.0,3.0,Internet,,,,5,5,0,0,0,-10,0,Penalties for vote changes wrong and seat projections not matching text,,,,,,,,,,,,,,,,
,Mar,24-25,24/3/10,26,YouGov,Sun,37.0,1.0,36,37,-1,33.0,-1.0,34,33,1,18.0,1.0,18,18,0,4.0,2.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Mar,24-25,24/3/10,28,ICM,NOTW,39.0,1.0,,,,31.0,-1.0,,,,19.0,0.0,,,,8.0,2.0,Phone,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
,Mar,25-26,25/3/10,28,YouGov,ST,37.0,0.0,36,38,-2,32.0,-1.0,32,31,1,19.0,1.0,18,20,-2,5.0,1.0,Internet,,,,5,5,5,0,0,0,15,,,,,,,,,,,,,,,,,
,Mar,25-26,25/3/10,28,BPIX,MoS,37.0,1.0,,,,30.0,-4.0,,,,20.0,2.0,,,,7.0,5.0,Internet,,,,0,5,0,10,5,0,20,,,,,,,,,,,,,,,,,
,Mar,25-31,25/3/10,1,TNS-BMRB,,38.0,-1.0,,,,33.0,2.0,,,,19.0,0.0,,,,5.0,-3.0,F2F,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Mar,26-29,26/3/10,30,Opinium,Express,38.0,1.0,38,39,-1,28.0,-2.0,28,28,0,18.0,3.0,17,19,-2,10.0,3.0,,,,,5,0,0,10,0,-5,10,"Penalty for ""slumped"" for Labour change",,,,,,,,,,,,,,,,
,Mar,26-28,26/3/10,30,ComRes,Ind,37.0,0.0,36,38,-2,30.0,-2.0,29,31,-2,20.0,1.0,18,22,-4,7.0,2.0,Phone,,,,5,5,5,10,0,0,25,,,,,,,,,,,,,,,,,
39,Mar,28-29,28/3/10,30,YouGov,Sun,39.0,2.0,37,42,-5,32.0,0.0,33,31,2,18.0,-1.0,20,17,3,7.0,2.0,Internet,,,,5,0,0,0,0,0,5,,,,,,,,,,,,,,,,,
38,Mar,29-30,30/3/10,31,YouGov,Sun,38.0,-1.0,37,39,-2,31.0,-1.0,31,32,-1,19.0,1.0,19,20,-1,7.0,0.0,Internet,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
37,Mar,30-31,30/3/10,31,Angus RS,PB,37.0,-2.0,36,37,-1,28.0,2.0,30,25,5,22.0,1.0,19,24,-5,9.0,-4.0,Internet,Methodology change  ,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Mar,30-31,30/3/10,1,YouGov,Sun,38.0,0.0,37,40,-3,32.0,1.0,34,29,5,19.0,0.0,18,19,-1,6.0,-1.0,Internet,,,,5,0,0,10,0,-5,10,Penalty as headlined on option re Blair that came third in poll,,,,,,,,,,,,,,,,
,Mar,30-31,30/3/10,2,ICM,GU,38.0,-1.0,,,,29.0,-2.0,,,,23.0,4.0,,,,9.0,1.0,Phone,,,,5,5,0,10,0,-5,15,Text refers to historic level of Labour vote but ignores last ICM,,,,,,,,,,,,,,,,
36,Mar,31-1,31/3/10,2,YouGov,Sun,39.0,1.0,36,42,-6,31.0,-1.0,34,28,6,19.0,0.0,18,20,-2,8.0,2.0,Internet,,,,5,0,0,10,0,-5,10,"Headline implied statistical significance in lead change - ""stormed""",,,,,,,,,,,,,,,,
,Mar,31-1,31/3/10,4,Angus RS,S Express,38.0,1.0,37,39,-2,27.0,-1.0,30,24,0,20.0,-2.0,19,22,0,11.0,2.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Mar,31-6,31/3/10,9,Harris,Metro,37.0,0.0,35,38,-3,28.0,1.0,28,27,0,19.0,0.0,18,22,0,9.0,-1.0,Internet,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
,Mar,31-7,31/3/10,11,OnePoll,S People,37.0,,,,,31.0,,,,,21.0,,,,,6.0,,,,,,0,0,0,10,0,-5,5,No details of methodology; voting figures not given,,,,,,,,,,,,,,,,
35,Apr,1-2,1/4/10,4,YouGov,ST,39.0,0.0,36,42,-6,29.0,-2.0,28,29,-1,20.0,1.0,22,18,4,10.0,2.0,Internet,,,,5,0,0,10,0,0,15,,53.0,36.0,17.0,33.0,61.0,-28.0,54.0,23.0,31.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Apr,1-3,1/4/10,6,ICM,GU,37.0,-1.0,,,,33.0,4.0,,,,21.0,-2.0,,,,4.0,-5.0,Phone,,,,5,5,0,10,5,0,25,,,,,,,,,,,,,,,,,
34,Apr,2-5,2/4/10,6,Opinium,Express,39.0,1.0,,,,29.0,1.0,,,0,17.0,-1.0,,,0,10.0,0.0,,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Apr,2-5,2/4/10,6,Opinium,Express,39.0,1.0,41,36,5,29.0,1.0,28,30,0,17.0,-1.0,14,20,0,10.0,0.0,,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
32,Apr,4-5,4/4/10,6,YouGov,Sun,41.0,2.0,40,42,-2,31.0,2.0,30,32,-2,18.0,-2.0,17,18,-1,12.0,2.0,Internet,Started to weight for likelihood to vote,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
31,Apr,5-6,5/4/10,7,YouGov,Sun,40.0,-1.0,42,38,4,32.0,1.0,30,34,-4,17.0,-1.0,16,18,-2,8.0,-4.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
30,Apr,6,6/4/10,8,Populus,TT,39.0,1.0,,,,32.0,1.0,,,,21.0,0.0,,,,7.0,0.0,Phone,,,,5,5,5,10,5,0,30,,,,,,,,,,,,,,,,,
,Apr,6-7,6/4/10,7,Angus RS,PB,37.0,-1.0,35,39,-4,26.0,-1.0,27,25,2,22.0,2.0,20,25,-5,11.0,0.0,Internet,,,,n/a,,,,,,,,45.0,42.0,3.0,33.0,61.0,-28.0,45.0,26.0,19.0,Do you approve or disapprove of X's performance as Y?,,,,,,
,Apr,6-7,6/4/10,8,YouGov,Sun,37.0,-3.0,37,38,-1,32.0,0.0,33,30,3,19.0,2.0,19,20,-1,5.0,-3.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
29,Apr,7,7/4/10,11,ICM,STel,38.0,1.0,,,,30.0,-3.0,,,,21.0,0.0,,,,8.0,4.0,Phone,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
,Apr,7-8,7/4/10,9,YouGov,Sun,40.0,3.0,38,42,-4,31.0,-1.0,33,30,3,18.0,-1.0,16,19,-3,9.0,4.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Apr,7-8,7/4/10,10,Harris,DM,37.0,0.0,38,37,1,27.0,-1.0,27,26,1,22.0,3.0,18,26,-8,10.0,1.0,Internet,,,,5,5,0,10,5,0,25,,,,,,,,,,,,,,,,,
,Apr,7-13,7/4/10,15,TNS-BMRB,,36.0,-2.0,,,,33.0,0.0,,,,22.0,3.0,,,,3.0,-2.0,F2F,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
28,Apr,8-9,8/4/10,10,YouGov,Sun,40.0,0.0,,,,30.0,-1.0,,,,20.0,2.0,,,,10.0,1.0,Internet,,,,"Couldn't get hard copy, not in online version",,,,,,,,,,,,,,,,,,,,,,,
,Apr,8-13,8/4/10,15,Harris,Metro,36.0,-1.0,33,38,-5,27.0,0.0,29,26,3,23.0,1.0,21,25,-4,8.0,-2.0,Internet,,,,5,5,0,0,0,0,10,,,,,,,,,,,,,,,,,
27,Apr,9-10,9/4/10,11,ComRes,IoS/S Mirror,39.0,2.0,39,39,0,32.0,2.0,30,33,-3,16.0,-4.0,15,17,-2,7.0,0.0,Phone,,,,5,0,0,0,5,0,10,Score for IoS,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,10,0,-5,15,Score for S Mirror. Penalty for misleading headline,,,,,,,,,,,,,,,,
,Apr,9-10,9/4/10,11,YouGov,ST,40.0,0.0,34,42,-8,32.0,2.0,33,30,3,18.0,-2.0,19,18,1,8.0,-2.0,Internet,,,,5,0,0,0,0,0,5,,,,,,,,,,,,,,,,,
,Apr,9-10,9/4/10,11,BPIX,MoS,38.0,1.0,,,,31.0,1.0,,,,20.0,0.0,,,,7.0,0.0,Internet,,,,0,5,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Apr,9-11,9/4/10,13,ICM,GU,37.0,-1.0,,,,31.0,1.0,,,,20.0,-1.0,,,,6.0,-2.0,Phone,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
,Apr,9-12,9/4/10,13,Opinium,Express,39.0,0.0,40,37,3,31.0,2.0,29,32,-3,17.0,0.0,15,19,-4,8.0,-2.0,,,,,5,5,0,10,5,0,25,,,,,,,,,,,,,,,,,
,Apr,9-12,9/4/10,13,Angus RS,PB,38.0,1.0,38,27,11,28.0,2.0,28,28,0,22.0,0.0,20,23,-3,10.0,-1.0,Internet,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
26,Apr,10-11,10/4/10,12,YouGov,Sun,37.0,-3.0,32,41,-9,31.0,-1.0,34,29,5,20.0,2.0,20,19,1,6.0,-2.0,Internet,,,,5,0,0,0,0,0,5,,,,,,,,,,,,,,,,,
,Apr,10-11,10/4/10,12,ComRes,ITV/Ind,37.0,-2.0,36,37,-1,30.0,-2.0,30,31,-1,20.0,4.0,20,21,-1,7.0,0.0,Phone,,,,5,5,5,10,0,0,25,,,,,,,,,,,,,,,,,
25,Apr,11-12,11/4/10,13,YouGov,Sun,39.0,2.0,38,41,-3,33.0,2.0,33,32,1,20.0,0.0,19,20,-1,6.0,0.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Apr,11-12,11/4/10,13,ComRes,ITV/Ind,36.0,-1.0,37,35,2,31.0,1.0,31,31,0,19.0,-1.0,18,21,-3,5.0,-2.0,Phone,,,,5,5,5,10,0,0,25,,,,,,,,,,,,,,,,,
24,Apr,12-13,12/4/10,13,Populus,TT,36.0,-3.0,,,,33.0,1.0,,,,21.0,0.0,,,,3.0,-4.0,Phone,,,,5,5,5,10,0,0,25,,,,,,,,,,,,,,,,,
,Apr,12-13,12/4/10,14,YouGov,Sun,39.0,0.0,37,41,-4,31.0,-2.0,31,32,-1,20.0,0.0,21,19,2,8.0,2.0,Internet,,,,5,0,0,10,0,-5,10,Penalty headline based on change within margin of error,,,,,,,,,,,,,,,,
,Apr,12-13,12/4/10,15,ComRes,ITV/Ind,35.0,-1.0,39,32,7,29.0,-2.0,27,32,-5,21.0,2.0,19,24,-5,6.0,1.0,Phone,Tracker,,,5,5,5,10,0,0,25,,,,,,,,,,,,,,,,,
23,Apr,13-14,13/4/10,15,YouGov,Sun,41.0,2.0,41,41,0,32.0,1.0,30,33,-3,18.0,-2.0,19,18,1,9.0,1.0,Internet,,,,5,5,0,10,0,-5,15,Penalty for headline and copy emphasising change that within margin of error,,,,,,,,,,,,,,,,
22,Apr,14-15,14/4/10,16,YouGov,Sun,37.0,-4.0,36,37,-1,31.0,-1.0,30,32,-2,22.0,4.0,23,22,1,6.0,-3.0,Internet,,,,n/a,,,,,,,Poll not covered as overtaken by leaders debate poll ,,,,,,,,,,,,,,,,
,Apr,14-15,14/4/10,18,ICM,STel,34.0,-3.0,,,,29.0,-2.0,,,,27.0,7.0,,,,5.0,-1.0,Phone,,,,5,5,0,10,5,0,25,,,,,,,,,,,,,,,,,
,Apr,14-19,14/4/10,21,Harris,Metro,31.0,-5.0,32,31,1,26.0,-1.0,25,26,-1,30.0,7.0,29,32,-3,5.0,-4.0,Internet,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
,Apr,14-20,14/3/10,22,TNS-BMRB,,34.0,-2.0,,,,29.0,-4.0,,,,30.0,8.0,,,,5.0,2.0,F2F,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
21,Apr,15,15/4/10,16,ComRes,ITN,35.0,,,,,28.0,,,,,24.0,,,,,7.0,1.0,Phone (automated),,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Apr,15-17,15/4/10,18,OnePoll,S People,27.0,-10.0,,,,23.0,-8.0,,,,33.0,12.0,,,,4.0,-2.0,,,,,0,5,0,10,5,0,20,,,,,,,,,,,,,,,,,
20,Apr,16,17/4/10,17,YouGov,Sun,33.0,-4.0,,,,28.0,-3.0,,,,30.0,8.0,,,,5.0,-1.0,Internet,,,,5,0,0,10,5,0,20,,,,,,,,,,,,,,,,,
,Apr,16-17,16/4/10,18,BPIX,MoS,31.0,-7.0,,,,28.0,-3.0,,,,32.0,12.0,,,,3.0,-4.0,Internet,,,,0,5,0,10,5,0,20,,,,,,,,,,,,,,,,,
,Apr,16-17,16/4/10,18,YouGov,ST,33.0,0.0,32,34,-2,30.0,2.0,31,28,3,29.0,-1.0,27,31,-4,3.0,-2.0,Internet,,,,5,0,0,0,5,0,10,,56.0,37.0,19.0,39.0,57.0,-18.0,81.0,9.0,72.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Apr,16-17,16/4/10,18,ComRes,Ios/S Mirror,31.0,-4.0,33,30,3,27.0,-2.0,28,27,1,29.0,8.0,25,32,-7,4.0,-5.0,Phone,,,,5,0,0,10,5,0,20,Score for IoS,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,10,0,0,25,Score for S Mirror  ,,,,,,,,,,,,,,,,
,Apr,16-18,16/4/10,20,ICM,GU,33.0,-1.0,,,,28.0,-1.0,,,,30.0,3.0,,,,5.0,0.0,Phone,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
,Apr,16-19,16/4/10,20,Opinium,Express,32.0,-7.0,33,32,1,26.0,-5.0,26,26,0,29.0,12.0,27,30,-3,6.0,-2.0,,,,,5,5,0,10,5,-10,15,Double penalty for twice comparing poll to polls from other pollsters in misleading way,,,,,,,,,,,,,,,,
,Apr,16-19,16/4/10,19,Angus RS,PB,32.0,-6.0,30,35,-5,24.0,-4.0,28,20,8,32.0,10.0,28,36,-8,8.0,-2.0,Internet,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
19,Apr,17-18,17/4/10,19,YouGov,Sun,32.0,-1.0,31,33,-2,26.0,-4.0,28,25,3,33.0,4.0,32,34,-2,6.0,3.0,Internet,,,,5,0,0,0,0,0,5,,,,,,,,,,,,,,,,,
,Apr,17-18,17/4/10,19,ComRes,ITV/Ind,32.0,1.0,37,27,10,28.0,1.0,25,31,-6,28.0,-1.0,26,30,-4,4.0,0.0,Phone,,,,5,5,5,10,0,0,25,,,,,,,,,,,,,,,,,
18,Apr,18-19,18/4/10,20,YouGov,Sun,33.0,1.0,36,31,5,27.0,1.0,27,28,-1,31.0,-2.0,28,34,-6,6.0,0.0,Internet,,,,5,0,0,10,0,-5,10,Penalty for headline based on changes within margin of error,,,,,,,,,,,,,,,,
,Apr,18-19,18/4/10,20,ComRes,ITV/Ind,35.0,3.0,35,34,1,26.0,-2.0,23,29,-6,26.0,-2.0,26,26,0,9.0,5.0,Phone,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
,Apr,18-19,18/4/10,21,MORI,ES,32.0,-3.0,34,30,4,28.0,-2.0,28,28,0,32.0,11.0,28,36,-8,4.0,-1.0,Phone,Certain to vote,,,5,5,0,10,0,0,20,,45.0,42.0,3.0,35.0,59.0,-24.0,68.0,15.0,53.0,Are you satisfied or dissatisfied with the way X is doing his job as Y?,,,,,,
17,Apr,19-20,19/4/10,20,Populus,TT,32.0,-4.0,,,,28.0,-5.0,,,,31.0,10.0,,,,4.0,1.0,Phone,,,,5,5,5,10,5,0,30,,,,,,,,,,,,,,,,,
,Apr,19-20,19/4/10,20,Angus RS,PB,32.0,0.0,33,30,3,23.0,-1.0,24,22,2,33.0,1.0,31,36,-5,9.0,1.0,Internet,,,,n/a,,,,,,,,44.0,48.0,-4.0,33.0,60.0,-27.0,66.0,20.0,46.0,Do you have a favourable or unfavourable opinion of each of the following leaders?,,,,,,
,Apr,19-20,19/4/10,21,YouGov,Sun,31.0,-2.0,29,33,-4,26.0,-1.0,26,27,-1,34.0,3.0,35,33,2,5.0,-1.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Apr,19-20,19/4/10,21,ComRes,ITV/Ind,35.0,0.0,31,38,-7,25.0,-1.0,30,24,6,27.0,1.0,23,27,-4,10.0,1.0,Phone,,,,5,5,5,10,0,-5,20,Penalty for copy based on changes within margin of error,,,,,,,,,,,,,,,,
16,Apr,20-21,20/4/10,22,YouGov,Sun,33.0,2.0,33,32,1,27.0,1.0,27,27,0,31.0,-3.0,30,33,-3,6.0,1.0,Internet,,,,5,0,0,10,0,-5,10,Penalty for copy based on changes within margin of error,,,,,,,,,,,,,,,,
,Apr,20-26,20/4/10,29,Harris,Metro,32.0,1.0,,,,25.0,-1.0,,,,30.0,0.0,,,,7.0,2.0,Internet,,,,5,5,0,5,0,0,15,Half points on change because of overlapping fieldwork dates,,,,,,,,,,,,,,,,
15,Apr,21-22,21/4/10,23,YouGov,Sun,34.0,1.0,34,35,-1,29.0,2.0,28,29,-1,28.0,-3.0,28,28,0,5.0,-1.0,Internet,,,,n/a,,,,,,,Poll not covered as overtaken by leaders debate poll ,,,,,,,,,,,,,,,,
,Apr,21-27,21/4/10,29,TNS-BMRB,,34.0,0.0,,,,27.0,-2.0,,,,30.0,0.0,,,,7.0,2.0,F2F,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Apr,22-23,22/4/10,24,Harris,DM,34.0,2.0,,,,26.0,1.0,,,,29.0,-1.0,,,,8.0,1.0,Internet,,,,5,0,0,10,0,-5,10,Penalty for copy based on changes within margin of error,,,,,,,,,,,,,,,,
,Apr,22-24,22/4/10,25,OnePoll,S People,32.0,5.0,,,,23.0,0.0,,,,32.0,-1.0,,,,9.0,5.0,,,,,0,0,0,10,5,0,15,,,,,,,,,,,,,,,,,
13,Apr,23,23/4/10,24,YouGov,Sun,34.0,0.0,35,33,2,29.0,0.0,31,27,4,29.0,1.0,27,32,-5,5.0,0.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Apr,23,23/4/10,25,ICM,STel,35.0,2.0,,,,26.0,-2.0,,,,31.0,1.0,,,,9.0,4.0,Phone,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
,Apr,23,23/4/10,25,MORI,NOTW,36.0,4.0,36,35,1,30.0,2.0,29,32,-3,23.0,-9.0,20,26,-6,6.0,2.0,Phone,Certain to vote,,,5,5,0,10,5,-5,20,Penalty as didn't flag up how different poll from others published at same time,,,,,,,,,,,,,,,,
,Apr,23-24,23/4/10,25,ComRes,IoS/S Mirror,34.0,-1.0,35,34,1,28.0,3.0,27,29,-2,29.0,2.0,28,30,-2,6.0,-4.0,Phone,,,,5,0,0,10,0,0,15,Score for IoS,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,10,0,0,15,Score for S Mirror  ,,,,,,,,,,,,,,,,
,Apr,23-24,23/4/10,25,YouGov,ST,35.0,1.0,35,35,0,27.0,-2.0,28,28,0,28.0,-1.0,27,28,-1,6.0,3.0,Internet,,,,5,0,0,0,0,0,5,,50.0,41.0,9.0,38.0,57.0,-19.0,77.0,14.0,63.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Apr,23-24,23/4/10,25,BPIX,MoS,34.0,3.0,,,,26.0,-2.0,,,,30.0,-2.0,,,,8.0,5.0,Internet,,,,0,5,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Apr,23-25,23/4/10,27,ICM,GU,33.0,-2.0,,,,28.0,2.0,,,,30.0,-1.0,,,,5.0,-4.0,Phone,,,,5,5,0,10,5,0,25,,,,,,,,,,,,,,,,,
,Apr,23-26,23/4/10,27,Opinium,Express,34.0,2.0,34,34,0,25.0,-1.0,26,25,1,28.0,-1.0,26,31,-5,9.0,3.0,,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Apr,23-26,23/4/10,29,Angus RS,Econ,33.0,1.0,33,33,0,23.0,0.0,22,23,-1,30.0,-3.0,29,31,-2,10.0,1.0,Internet,People shown actual candidate names,,,n/a,,,,,,,,46.0,48.0,-2.0,37.0,59.0,-22.0,64.0,27.0,37.0,Do you have a favourable or unfavourable opinion of each of the following leaders?,,,,,,
12,Apr,24-25,24/4/10,26,YouGov,Sun,34.0,-1.0,34,35,-1,28.0,1.0,29,27,2,30.0,2.0,29,31,-2,6.0,0.0,Internet,,,,5,0,0,0,0,-5,0,Penalty for copy based on changes within margin of error,,,,,,,,,,,,,,,,
,Apr,24-25,24/4/10,27,ComRes,Ind,32.0,-2.0,32,33,-1,28.0,0.0,26,30,-4,31.0,2.0,31,30,1,4.0,-2.0,Phone,,,,5,5,5,10,0,-5,20,Penalty for headline based on changes within margin of error,,,,,,,,,,,,,,,,
11,Apr,25-26,25/4/10,27,YouGov,Sun,33.0,-1.0,32,35,-3,28.0,0.0,27,28,-1,29.0,-1.0,29,28,1,5.0,-1.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Apr,25-26,25/4/10,28,ComRes,ITV/Ind,33.0,1.0,33,33,0,29.0,1.0,26,32,-6,29.0,-2.0,33,26,7,4.0,0.0,Phone,,,,5,5,5,10,0,0,25,,,,,,,,,,,,,,,,,
10,Apr,26-27,26/4/10,28,Populus,TT,36.0,4.0,,,,27.0,-1.0,,,,28.0,-3.0,,,,9.0,5.0,Phone,,,,5,5,5,10,0,0,25,,,,,,,,,,,,,,,,,
,Apr,26-27,26/4/10,28,YouGov,Sun,33.0,0.0,34,32,2,29.0,1.0,28,30,-2,28.0,-1.0,27,28,-1,4.0,-1.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
